Original_X,L2_X,L3_X,TLC_X,Original_CX,L2_CX,L3_CX,TLC_CX,Original_Layers,L2_Layers,L3_Layers,TLC_Layers,L2_Time,L3_Time,TLC_Time,Original_Cost,L2_Cost,L3_Cost,TLC_Cost,L3_Unitary,TLC_Unitary,L3_Unitary_X,TLC_Unitary_X,L3_Unitary_CX,TLC_Unitary_CX,L3_Unitary_CCX,TLC_Unitary_CCX,Template_Matched,Template_Matching_Time,Template_Substitution_Time,Optimization_Pass_Time
7,1,1,1,3,3,3,3,5,3,3,3,0.001355886459350586,0.0023622512817382812,0.031223773956298828,13,7,7,7,0,0,0,0,0,0,0,0,False,0.015713214874267578,0,0.003553152084350586
7,1,1,1,3,3,3,3,5,3,3,4,0.0018811225891113281,0.003117084503173828,0.03312516212463379,13,7,7,7,0,0,0,0,0,0,0,0,False,0.01599884033203125,0,0.004015922546386719
7,1,1,0,3,3,3,1,5,3,3,2,0.0013680458068847656,0.002849102020263672,0.03263425827026367,13,7,7,4,0,1,0,2,0,0,0,0,False,0.016898393630981445,0,0.0034096240997314453
7,1,1,1,3,1,1,1,5,2,2,2,0.0014698505401611328,0.0024840831756591797,0.018745899200439453,13,3,3,3,0,0,0,0,0,0,0,0,False,0.005212068557739258,0,0.002766847610473633
7,1,1,1,3,3,3,3,5,3,3,3,0.001251220703125,0.002723217010498047,0.029457807540893555,13,7,7,7,0,0,0,0,0,0,0,0,False,0.015091180801391602,0,0.0031185150146484375
7,1,1,1,3,3,3,3,5,3,3,3,0.0014431476593017578,0.002396821975708008,0.0320889949798584,13,7,7,7,0,0,0,0,0,0,0,0,False,0.017641544342041016,0,0.003117799758911133
10,2,2,2,2,2,2,2,5,3,3,3,0.0012958049774169922,0.002498149871826172,0.04210019111633301,14,6,6,6,0,0,0,0,0,0,0,0,False,0.027997732162475586,0,0.002966165542602539
9,1,1,1,2,2,2,2,5,3,3,3,0.0011899471282958984,0.0020859241485595703,0.026257991790771484,13,5,5,5,0,0,0,0,0,0,0,0,False,0.012224435806274414,0,0.002959728240966797
9,3,3,3,2,2,2,2,5,3,3,3,0.0014791488647460938,0.00234222412109375,0.07922697067260742,13,7,7,7,0,0,0,0,0,0,0,0,False,0.06145477294921875,0,0.004010915756225586
9,1,1,1,2,2,2,2,5,3,3,3,0.0013740062713623047,0.0024518966674804688,0.026468753814697266,13,5,5,5,0,0,0,0,0,0,0,0,False,0.011513948440551758,0,0.003431081771850586
8,0,0,0,2,2,2,2,5,2,2,2,0.0011138916015625,0.0019598007202148438,0.018117904663085938,12,4,4,4,0,0,0,0,0,0,0,0,False,0.004477262496948242,0,0.0027430057525634766
8,2,2,2,2,2,2,2,5,3,3,3,0.001207113265991211,0.00215911865234375,0.04307389259338379,12,6,6,6,0,0,0,0,0,0,0,0,False,0.029016733169555664,0,0.0028052330017089844
8,2,2,2,2,2,2,2,5,3,3,3,0.001275777816772461,0.0022482872009277344,0.04325723648071289,12,6,6,6,0,0,0,0,0,0,0,0,False,0.028558731079101562,0,0.0030570030212402344
8,2,2,2,3,3,3,3,5,3,3,5,0.0014660358428955078,0.0025320053100585938,0.052301883697509766,14,8,8,8,0,0,0,0,0,0,0,0,False,0.03612971305847168,0,0.004283905029296875
8,2,2,2,3,3,3,3,5,3,3,3,0.0014603137969970703,0.002735137939453125,0.05302786827087402,14,8,8,8,0,0,0,0,0,0,0,0,False,0.03638148307800293,0,0.0039539337158203125
8,2,2,2,3,3,3,3,5,3,3,3,0.0017008781433105469,0.0028679370880126953,0.052390098571777344,14,8,8,8,0,0,0,0,0,0,0,0,False,0.03576302528381348,0,0.00398707389831543
8,0,0,0,3,3,3,3,5,3,3,3,0.001374959945678711,0.0024089813232421875,0.02186274528503418,14,6,6,6,0,0,0,0,0,0,0,0,False,0.006433248519897461,0,0.003651857376098633
8,2,2,1,3,3,3,1,5,3,3,3,0.001325845718383789,0.0026078224182128906,0.05130791664123535,14,8,8,5,0,1,0,2,0,0,0,0,False,0.03700971603393555,0,0.0030624866485595703
8,0,0,0,3,1,1,1,5,1,1,1,0.0011360645294189453,0.0020799636840820312,0.01399087905883789,14,2,2,2,0,0,0,0,0,0,0,0,False,0.0012099742889404297,0,0.0024487972259521484
7,1,1,1,3,3,3,3,5,3,3,4,0.0013370513916015625,0.002288818359375,0.029356956481933594,13,7,7,7,0,0,0,0,0,0,0,0,False,0.015245914459228516,0,0.0030372142791748047
7,1,1,1,3,3,3,3,5,3,3,3,0.0012941360473632812,0.002259969711303711,0.02984929084777832,13,7,7,7,0,0,0,0,0,0,0,0,False,0.01559758186340332,0,0.003045320510864258
7,1,1,1,3,3,3,3,5,3,3,3,0.0012869834899902344,0.0022652149200439453,0.02924799919128418,13,7,7,7,0,0,0,0,0,0,0,0,False,0.01520228385925293,0,0.002964019775390625
7,1,1,1,3,3,3,3,5,3,3,3,0.001329183578491211,0.002276897430419922,0.033241987228393555,13,7,7,7,0,0,0,0,0,0,0,0,False,0.017656564712524414,0,0.003487825393676758
7,1,1,0,3,3,3,1,5,3,3,2,0.0012927055358886719,0.002825021743774414,0.031252145767211914,13,7,7,4,0,1,0,2,0,0,0,0,False,0.016727447509765625,0,0.0028700828552246094
